verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
mostly-true,Kamala Harris,"""Studies have shown Latinos are more than 40 percent less likely to call 911 when they have been a victim of a crime.""",2/16/2017,speech,https://www.politifact.com/factchecks/2017/feb/24/kamala-harris/mostly-true-latinos-40-percent-less-likely-call-po/
half-true,Evan McMullin,"""Mike Lee advised Trump's legal challenges to overturn our election"" and ""was one of only two senators who was in on the scheme.""",4/1/2022,advertisement,https://www.politifact.com/factchecks/2022/apr/11/evan-mcmullin/attack-ad-sen-mike-lee-advising-trump-2020-electio/
pants-fire,Chris Sununu,"""The Democrats are very sly. … (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, they’re busing them in all over the place.""",10/31/2016,radio,https://www.politifact.com/factchecks/2016/nov/05/chris-sununu/republican-candidate-governor-chris-sununu-says-ma/
mostly-false,Charlie Crist,"Says Marco Rubio sold a home to a chiropractor who had been lobbying him on automobile insurance legislation and ""once he sold the home, for $380,000 cash, the speaker's position on the issue changed.""",10/19/2010,news,https://www.politifact.com/factchecks/2010/oct/20/charlie-crist/crist-attacks-rubios-ethics-over-house-deal-and-in/
half-true,Kamala Harris,"Mitt Romney said we should let foreclosures ""hit the bottom.""",9/5/2012,speech,https://www.politifact.com/factchecks/2012/sep/06/kamala-harris/Kamala-Harris-Romney-favors-letting-foreclosures/
mostly-false,Ginny Brown-Waite,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",10/26/2009,statement,https://www.politifact.com/factchecks/2009/oct/29/ginny-brown-waite/does-president-need-permission-congress-accept-nob/
true,Jim Cooper,"""Congress as a whole is less popular than it’s been since polling was invented.""",3/20/2012,news,https://www.politifact.com/factchecks/2012/apr/19/jim-cooper/democratic-congressman-jim-cooper-says-congress-ap/
half-true,Tom Perriello,"""Mr. Hurt would re-open that darn (Medicare) doughnut hole.""",10/6/2010,advertisement,https://www.politifact.com/factchecks/2010/oct/29/tom-perriello/tom-perriello-says-robert-hurt-wants-reopen-medic/
false,Joseph McNamara,"""In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.""",5/15/2012,speech,https://www.politifact.com/factchecks/2012/may/29/joseph-mcnamara/ri-rep-joseph-mcnamara-says-25-percent-rhode-islan/
mostly-false,Mike Huckabee,"""The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget.""",9/2/2007,other,https://www.politifact.com/factchecks/2007/oct/05/mike-huckabee/apples-and-oranges/
true,David Jolly,"Says he ""was the only Republican"" to vote against creating a House panel to investigate Planned Parenthood.",4/25/2016,speech,https://www.politifact.com/factchecks/2016/apr/26/david-jolly/us-rep-david-jolly-says-he-voted-against-house-pla/
false,Marco Rubio,Did not vote for tax increases as a member of the West Miami City Commission.,3/28/2010,news,https://www.politifact.com/factchecks/2010/mar/28/marco-rubio/rubio-says-he-didnt-vote-tax-increases-member-west/
false,Sid Miller,"Says actor Dwayne ""The Rock"" Johnson wore a T-shirt stating: ""We Stand for the flag, we kneel for the fallen.""",11/27/2016,social_media,https://www.politifact.com/factchecks/2016/dec/07/sid-miller/sid-miller-posts-manipulated-photo-the-rock-facebo/
false,George Will,"The incandescent light bulb ""has no effect whatever on the planet.""",5/11/2014,news,https://www.politifact.com/factchecks/2014/may/11/george-will/george-will-incandescent-light-bulb-has-no-effect-/
half-true,Jack Keane,"""Al-Qaida has grown fourfold in five years.""",2/1/2015,news,https://www.politifact.com/factchecks/2015/feb/01/jack-keane/retired-general-says-al-qaida-has-grown-fourfold-l/
mostly-false,Adam Hasner,"Says George LeMieux ""even compared Marco Rubio to Barack Obama.""",6/10/2011,advertisement,https://www.politifact.com/factchecks/2011/jun/15/adam-hasner/hasner-says-lemieux-compared-rubio-obama/
mostly-false,Janet Adkins,"""We have been teaching these (Common Core) standards in Florida schools since 2010.""",3/24/2014,meeting,https://www.politifact.com/factchecks/2014/mar/28/janet-adkins/florida-has-been-teaching-common-core-2010-says-ja/
mostly-false,Martha McSally,"The United States has ""10,000 IRS agents making sure that you don't take an improper charity deduction,"" but to fight terrorism, it has ""less than two dozen people focusing on countering violent extremism at home.""",11/17/2015,news,https://www.politifact.com/factchecks/2015/nov/25/martha-mcsally/10000-irs-agents-only-2-dozen-people-focused-viole/
false,J.D. Vance,"""Joe Biden’s open border"" means that there are ""more Democrat voters pouring into this country.""",4/5/2022,advertisement,https://www.politifact.com/factchecks/2022/apr/08/jd-vance/jd-vances-ad-about-open-border-and-immigrant-voter/
true,Charles Schumer,"""President Obama became the first president since Carter to leave the White House with a smaller federal prison population than when he took office.""",5/18/2017,speech,https://www.politifact.com/factchecks/2017/may/18/charles-schumer/did-federal-inmate-population-drop-under-obama-fir/
mostly-false,Shirley Anderson,"Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate ""faulty advice.""",10/17/2012,campaign,https://www.politifact.com/factchecks/2012/oct/23/shirley-anderson/herando-county-candidate-claims-rival-supervisor-e/
false,Stacey Abrams,"""Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.""",5/7/2020,news,https://www.politifact.com/factchecks/2020/may/15/stacey-abrams/stacey-abrams-gets-georgias-reopening-covid-19-tre/
mostly-true,Rob Portman,"The national debt of $16 trillion, is ""enough to buy both the Cleveland Indians and Cincinnati Reds 1,918 times.""",9/6/2012,news,https://www.politifact.com/factchecks/2012/sep/21/rob-portman/rob-portman-says-national-debt-enough-buy-indians-/
true,Mary Nolan,"Says ""as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for"" the Portland-Milwaukie Light Rail project bridge.""",9/28/2012,blog,https://www.politifact.com/factchecks/2012/oct/15/mary-nolan/did-mary-nolan-really-secure-funding-new-bridge-pr/
pants-fire,Donald Trump,"""They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.""",10/22/2020,speech,https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trumps-misguided-claim-bidens-health-plan-will-ter/
mostly-false,Vicky Hartzler,"""For too long, Obamacare has caused high premiums and dismal coverage. ... Under Obamacare premiums in job-based coverage have increased by $3,775""",3/14/2017,social_media,https://www.politifact.com/factchecks/2017/apr/13/vicky-hartzler/rep-hartzler-misses-trend-insurance-premiums/
half-true,Ginny Brown-Waite,"""Any government-run 'public' plan ... creates an entitlement that will cost another $1 trillion over the next 10 years.""",8/24/2009,other,https://www.politifact.com/factchecks/2009/aug/26/ginny-brown-waite/health-reform-costs-1-trillion-over-10-years/
half-true,Rick Perry,"""Santorum also voted for a teapot museum in North Carolina.""",1/2/2012,advertisement,https://www.politifact.com/factchecks/2012/jan/03/rick-perry/says-rick-santorum-voted-teapot-museum/
pants-fire,Janet Napolitano,"""Very, very, very few people get a pat-down"" when they go through airport security.",5/7/2011,news,https://www.politifact.com/factchecks/2011/may/17/janet-napolitano/homeland-security-chief-stresses-very-very-very-fe/
true,Eric Cantor,"""You’ve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.""",4/27/2011,television,https://www.politifact.com/factchecks/2011/may/04/eric-cantor/rep-eric-cantor-says-10000-baby-boomers-day-are-be/
true,Sam Adams,Four out of 10 homicides are committed by gun in this city.,12/1/2010,meeting,https://www.politifact.com/factchecks/2010/dec/23/sam-adams/portland-mayor-sam-adams-says-four-out-10-homicide/
true,Jennifer Boysko,"""The United States is the only industrialized, modernized country that does not already have a paid family medical leave program in place.""",1/18/2021,speech,https://www.politifact.com/factchecks/2021/jan/28/jennifer-boysko/us-only-industrialized-nation-no-paid-family-leave/
false,Kathleen Ford,"""If we use (Tax Increment Financing) funding, that's going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.""",8/6/2013,speech,https://www.politifact.com/factchecks/2013/aug/09/kathleen-ford/pier-funding-will-take-funds-general-fund-pinellas/
pants-fire,Mitt Romney,"""Under President Obama: $4,000 tax hike on middle-class families.""",10/10/2012,campaign,https://www.politifact.com/factchecks/2012/oct/26/mitt-romney/romney-says-obama-plans-4000-tax-hike-middle-class/
pants-fire,Eric Cantor,"Under Obamacare, ""The IRS will have access to the American people’s protected health care information.""",8/2/2013,speech,https://www.politifact.com/factchecks/2013/aug/19/eric-cantor/cantor-says-obamacare-gives-irs-access-personal-he/
true,Jay Rockefeller,Health care premiums for consumers have doubled since 2001.,9/21/2009,news,https://www.politifact.com/factchecks/2009/oct/07/jay-rockefeller/rockefeller-says-health-insurance-premiums-have-do/
mostly-true,Dave Marsden,"After Massachusetts passed a mandatory health insurance law ""their mortality rate went down...it saved lives.""",6/14/2014,radio,https://www.politifact.com/factchecks/2014/jun/27/dave-marsden/marsden-says-massachusetts-health-reforms-lowered-/
mostly-false,Ron Johnson,"""Biden’s plan will immediately let in 25,000 asylum-seekers who’d been waiting in Mexico as their cases were judged.""",2/12/2021,social_media,https://www.politifact.com/factchecks/2021/mar/01/ron-johnson/johnson-overreaches-asylum-seeker-claim/
half-true,Martin O'Malley,"""Today in America, 70 percent of us are earning the same or less than we were 12 years ago, and this is the first time that that has happened this side of World War II.""",5/30/2015,speech,https://www.politifact.com/factchecks/2015/jun/02/martin-omalley/martin-omalley-says-70-us-are-earning-same-or-less/
mostly-true,Jim Justice,"""Hunters contribute more than $500 million"" to West Virginia.",11/5/2018,social_media,https://www.politifact.com/factchecks/2018/dec/10/jim-justice/do-hunters-contribute-more-500-million-west-virgin/
true,Hillary Clinton,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",4/30/2008,other,https://www.politifact.com/factchecks/2008/may/02/hillary-clinton/rates-were-a-lot-higher-back-in-the-day/
mostly-true,Paul Hipp,The U.S. ranks 37th in the world for health care.,9/9/2009,social_media,https://www.politifact.com/factchecks/2009/sep/14/paul-hipp/rocker-viral-video-mocks-us-37th-best-health-care-/
true,Michael McCaul,"""I stopped requesting earmarks in 2008.""",12/20/2010,statement,https://www.politifact.com/factchecks/2011/jan/05/michael-mccaul/michael-mccaul-says-he-stopped-requesting-earmarks/
mostly-true,Jerry Brown,"""California is growing a hell of a lot faster than Texas.""",12/14/2016,speech,https://www.politifact.com/factchecks/2016/dec/19/jerry-brown/are-jobs-california-growing-hell-lot-faster-texas/
true,David Brooks,Preventive care does not save the government money.,8/14/2009,news,https://www.politifact.com/factchecks/2009/aug/17/david-brooks/brooks-claims-preventive-care-will-cost-government/
mostly-false,Michele Bachmann,"""Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.""",10/18/2011,speech,https://www.politifact.com/factchecks/2011/oct/19/michele-bachmann/michele-bachmann-hits-obama-administration-ending-/
pants-fire,Donald Trump,"Says the U.S. election system is ""rigged.""",8/1/2016,news,https://www.politifact.com/factchecks/2016/aug/15/donald-trump/donald-trumps-baseless-claims-about-election-being/
half-true,Patrick Lynch,"""Deepwater's own testimony . . . is they said they'll create six jobs.""",6/20/2010,news,https://www.politifact.com/factchecks/2010/sep/17/patrick-lynch/patrick-lynch-says-deepwater-winds-block-island-pr/
true,Mike Scott,"""Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.""",1/11/2014,social_media,https://www.politifact.com/factchecks/2014/jan/15/mike-scott/sheriff-says-trey-radels-cocaine-conviction-means-/
false,Rick Perry,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, ""federal bureaucrats could take over the local building code enforcement in your city if so-called ‘green mandates’ are not complied with quickly enough.""",10/28/2011,speech,https://www.politifact.com/factchecks/2011/nov/15/rick-perry/rick-perry-says-federal-bureaucrats-will-take-over/
true,Richard Blumenthal,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.""",2/15/2016,television,https://www.politifact.com/factchecks/2016/feb/18/richard-blumenthal/sen-richard-blumenthal-correct-longest-supreme-cou/
